7.841326344839149032e-01,6.303030068909560857e-01,1.620593273841503201e+00
6.813621499433661910e-01,1.403471357298089472e-01,1.731946460217244077e+00
9.818994742890730931e-01,1.001517505843921851e+00,1.189402804601309649e+00
9.843605558422520163e-01,2.987523893134422792e-01,1.176165536078804585e+00
8.431873773110479808e-01,5.525382160241791851e-01,1.537619797573821057e+00
5.720857830726984172e-01,1.873725651118711255e+00,1.820193792226018736e+00
5.059949818266056276e-01,1.472521602951751163e+00,1.862536421472330117e+00
6.096653714233519761e-01,8.226747662993287857e-01,1.792658901979424124e+00
6.171300865145012970e-01,8.170182357952520125e-01,1.786861141700747613e+00
9.325671657885179489e-01,7.657066110720023300e-01,1.360996511469530601e+00
8.227432300682002708e-01,1.678058451917741722e+00,1.568413210065481067e+00
6.330043053360652205e-01,1.361720241622274896e+00,1.774148273540673504e+00
9.820968166673370581e-01,1.385323292567807174e+00,1.188376863472887734e+00
9.990209594791467085e-01,1.535949404542300556e-01,1.044239377497486965e+00
9.836836731550600010e-01,6.690887573314430181e-01,1.179906729079734706e+00
5.860539381241887114e-01,6.369424878459479800e-01,1.810272041729893200e+00
7.949424734216988808e-01,1.929764158679404984e+00,1.606684814339531364e+00
9.939118159825208743e-01,1.676572950029630693e+00,1.110178500853512551e+00
8.717059086131389023e-01,6.241410423903381854e-01,1.490029395943694324e+00
9.848023911506663675e-01,3.481650221073313567e-01,1.173678583549987442e+00
9.553143693214922738e-01,4.874244522130359858e-01,1.295591704497740304e+00
8.541345382579510481e-01,1.155461882819651231e+00,1.520052103692386414e+00
9.730723142372136314e-01,6.091431015639268143e-01,1.230500046128050418e+00
8.057753229566929631e-01,2.737682196818336244e-02,1.592221351281796649e+00
9.811190862408373237e-01,8.332484299639588698e-01,1.193404598223373192e+00
9.708928699610112067e-01,1.821966706325012675e+00,1.239514164630969084e+00
7.065127265694606251e-01,7.354936180612750007e-01,1.707700337145169556e+00
5.855417469835167976e-01,1.181145387253484724e+00,1.810642253117545675e+00
9.880353536071102560e-01,1.939822051898539401e+00,1.154227559218424126e+00
8.237716889190163094e-01,1.887729154657103781e+00,1.566921691713689224e+00
9.922282517854461581e-01,1.223948942070836043e-01,1.124431090804498323e+00
6.040982202441084192e-01,5.879825059580967572e-01,1.796909869620084921e+00
7.218236388299129613e-01,1.846463674236335173e+00,1.692077043707088446e+00
8.758802257862569052e-01,1.536722288195265129e+00,1.482528579543860525e+00
9.942058233515357335e-01,1.118418802862077177e+00,1.107493166359052372e+00
7.320446041161020601e-01,1.928201879544924946e+00,1.681256704616181707e+00
6.641136316139342188e-01,9.025039228996838414e-01,1.747631650149023441e+00
8.668781904578339859e-01,1.773010310208409157e+00,1.498520012545686342e+00
8.598704374367840408e-01,7.347008002423391915e-01,1.510512321910327138e+00
9.129008519940164934e-01,6.326707858111351168e-01,1.408181374426368038e+00
7.483021554724604840e-01,1.913502797498001229e+00,1.663358036142827956e+00
9.449733795187715835e-01,3.496731264882182444e-01,1.327147232910308450e+00
8.303528947640216318e-01,1.883366211650179922e+00,1.557237893683666830e+00
9.511400876061698595e-01,1.818518596407607824e-01,1.308759669886673471e+00
9.881818988994183206e-01,1.622754080603225013e+00,1.153285794147858923e+00
5.907174571520945605e-01,9.952663141816813219e-01,1.806878482682344966e+00
9.518072517993440007e-01,6.105563208420985433e-01,1.306696846123627687e+00
9.892026802294497934e-01,1.720766159683213559e+00,1.146553940332128096e+00
8.011493737054357078e-01,1.493021719965320182e+00,1.598464435878514056e+00
9.935727242649837754e-01,1.819482535972539505e+00,1.113195590005346736e+00
8.164977681664442599e-01,1.394741651434499907e+00,1.577348590176866683e+00
9.074554770143481441e-01,3.742086848665855392e-01,1.420148256258028319e+00
5.418648301222662722e-01,5.021907635428624062e-02,1.840465648243024610e+00
8.525267560216407414e-01,6.023756167308511600e-01,1.522683585228403746e+00
7.851042353039685562e-01,1.951470066501771461e+00,1.619363657076979823e+00
8.965424118551543753e-01,4.274143761382753759e-01,1.442957902903811762e+00
5.519506671984566459e-01,1.984355013395763923e+00,1.833876766062695118e+00
9.596727314015895960e-01,1.435902413414064771e+00,1.281119633971397498e+00
9.972405847526754075e-01,2.314363024264294300e-01,1.074237565437869746e+00
6.648777277223549831e-01,8.455173860615519121e-01,1.746952212111831049e+00
9.738606171632310238e-01,3.160459725825595090e-01,1.227146424885910969e+00
9.996754739307176507e-01,1.295104865186705201e+00,1.025474434662911438e+00
9.873842434735734530e-01,2.695957894461284976e-01,1.158342526631726432e+00
6.086066143151960262e-01,6.811751994152104306e-01,1.793472109788235791e+00
6.550270980255679110e-01,1.552423016940132294e+00,1.755605386992577621e+00
9.428844111690084517e-01,6.006431495582247315e-01,1.333120079212394726e+00
7.512312420650832934e-01,3.823029537803506184e-01,1.660039105618259736e+00
9.311043201233638600e-01,1.296282942378662817e+00,1.364752991828179995e+00
8.446091056854974077e-01,3.468549361298434164e-02,1.535383468733527712e+00
8.388377343112718432e-01,3.457930548239329660e-02,1.544381534859083915e+00
8.277459701472972275e-01,1.448457211116463972e+00,1.561103028778948687e+00
6.118841633521572287e-01,4.840878000470711928e-01,1.790947388034647147e+00
8.307568002726398726e-01,1.639828117214814363e-02,1.556635552943544276e+00
5.331386087895382264e-01,1.734846123603562162e+00,1.846027909597523831e+00
6.084939165374400050e-01,1.107791868791530909e+00,1.793558538191686758e+00
8.516459150147150936e-01,1.890449443160775900e+00,1.524117577876137108e+00
7.899112380012734969e-01,7.839786536205219925e-01,1.613221196697647963e+00
5.051658137099797052e-01,9.412463998896061224e-01,1.863022306002998896e+00
9.604241975763733175e-01,7.520346699430062731e-01,1.278541488309694163e+00
5.107889056058515509e-01,1.757757639301438246e-01,1.859706167193173165e+00
5.623575631846261524e-01,1.647764419406258396e+00,1.826894171662280630e+00
9.623949190320247871e-01,1.793258522226459650e-01,1.271654228425295408e+00
9.838026580301176827e-01,1.420361585555362627e+00,1.179254930344677543e+00
7.255271493806986216e-01,6.699090810071948177e-01,1.688193545095794557e+00
6.938054277430080186e-01,1.617192341340307316e+00,1.720162501408079248e+00
5.876780353389438050e-01,1.265063894757830987e+00,1.809094881197600424e+00
8.118725530443793303e-01,1.210073751247196405e+00,1.583834700590159628e+00
8.148584859749807841e-01,1.282248653175148911e+00,1.579659941547250757e+00
9.630010462171109120e-01,4.990834948856819331e-01,1.269497653022711336e+00
9.042657177779227506e-01,6.534634341386569290e-02,1.426970153115622697e+00
9.993382132688612973e-01,3.922100263820604837e-02,1.036374929561442837e+00
7.200718959516665407e-01,1.349095815038183543e+00,1.693899462934345124e+00
9.999150095251929660e-01,6.491999982545821890e-01,1.013037397218513602e+00
5.692303111797696324e-01,1.260034385056934436e+00,1.822178115029938539e+00
7.582037882811140106e-01,7.883085320826617171e-01,1.652017649635473928e+00
5.282373850719618291e-01,4.316267313265926830e-01,1.849096734778986173e+00
9.298014574977705449e-01,4.530910645916939039e-01,1.368061475347558620e+00
9.999867614401888316e-01,1.409147434567239010e+00,1.005145575221769505e+00
8.259109987869791558e-01,1.352280163627860521e+00,1.563800516213575520e+00
8.937754333825872477e-01,1.460494155221167878e+00,1.448514742992656146e+00
5.314902063956050693e-01,1.755881019760865192e+00,1.847064437044524388e+00
9.988209257398986685e-01,1.052192696801081517e+00,1.048546455113550158e+00
8.474285716449078132e-01,6.951667264320349204e-01,1.530909423498840738e+00
8.597299933089811441e-01,1.338386257004125390e+00,1.510748801863439850e+00
6.145128995192005172e-01,2.390312367341107525e-01,1.788906772898106734e+00
9.346960006303781654e-01,1.033431218643090954e+00,1.355448148687788290e+00
9.192792324639282864e-01,1.032461288037222813e+00,1.393606012099067204e+00
5.898196137810691742e-01,9.985407130258567854e-01,1.807535029084899936e+00
7.967402728361586695e-01,4.729114263178779698e-01,1.604321882477346195e+00
7.948529038390976798e-01,7.442207261760303005e-02,1.606802159899381133e+00
9.934279673782638875e-01,7.709392532327001835e-01,1.114459047832362826e+00
6.053601378722934800e-01,6.992787342385415883e-01,1.795951696697254185e+00
9.955052903562191524e-01,1.133036548542436295e+00,1.094705949510998533e+00
9.153344401507691463e-01,1.064327583238147135e-01,1.402694502909933139e+00
9.585368799041064092e-01,1.123625823604591956e+00,1.284968506792769194e+00
5.293983593972055868e-01,4.144042976049278071e-01,1.848373371262646003e+00
9.805700464703849262e-01,1.232108098874437729e+00,1.196169273753733053e+00
8.010420508147466645e-01,6.844826164092252530e-01,1.598608079486490752e+00
9.739472383054225135e-01,3.012781096643577516e-01,1.226774727421819255e+00
9.919061886360425184e-01,8.532166773836422635e-01,1.126972882717214963e+00
9.987479593095393016e-01,1.359593480451855019e+00,1.050025131434417336e+00
9.942788699192390833e-01,5.334538864320219620e-01,1.106815396044394939e+00
7.073889830698043557e-01,9.497350002058841945e-01,1.706824466633313442e+00
8.863591104222596773e-01,8.110836092271564990e-01,1.462998409685670964e+00
9.999804055582939277e-01,1.673303649774212198e+00,1.006260071842234982e+00
5.179072896526902836e-01,5.439128695167014804e-01,1.855436753550257833e+00
9.193459936870126414e-01,1.248600114565357355e+00,1.393450052600885281e+00
5.858641000363105089e-01,4.560921963298378845e-01,1.810409314043615936e+00
9.871009066302622870e-01,6.365884997487025743e-01,1.160099344563662482e+00
8.122861284990298136e-01,1.673615270956497980e+00,1.583259158049024951e+00
9.455956442677110330e-01,1.078851561770022727e+00,1.325344244673134497e+00
5.047982582255852169e-01,2.711937691657693161e-01,1.863237347716382830e+00
9.998106848508956368e-01,6.049131959606213194e-01,1.019457503899091178e+00
5.238464132977329601e-01,1.305933968494963349e+00,1.851812734863186094e+00
5.689782662418315651e-01,1.144228688344109068e+00,1.822352559760374024e+00
9.732928103243695395e-01,9.753046518748440530e-01,1.229567213187970021e+00
5.569473364399624149e-01,5.919061208095326432e-01,1.830547809841451157e+00
5.601710778089750153e-01,4.587277993788689834e-01,1.828376945349356797e+00
9.854908618389381925e-01,3.961209566305663454e-01,1.169728492693321353e+00
9.832239385795921160e-01,8.657979793125953893e-01,1.182402540015303982e+00
5.983302068046572053e-01,1.624784771983733611e+00,1.801249626287024341e+00
9.256258161082454583e-01,1.594607004401607409e+00,1.378440019757351420e+00
8.866564038159729932e-01,5.114396084158787659e-01,1.462428828655963242e+00
5.510998842932626207e-01,2.634111249038018077e-01,1.834439283310626667e+00
9.990378306288348886e-01,1.183996185175703930e+00,1.043856732350136651e+00
6.905153320586756571e-01,2.006746682313695906e-01,1.723317756032503922e+00
8.304793902676433914e-01,1.638103531572541183e+00,1.557049353595068020e+00
9.437949027954982695e-01,4.609521403190259825e-01,1.330531664832941274e+00
9.798073108296927458e-01,9.653397912079217935e-01,1.199944076293061990e+00
5.699812665075970619e-01,7.463919074546101484e-01,1.821657687744960841e+00
8.864569041011355344e-01,1.690807869017467713e+00,1.462811146334474177e+00
9.728757284430171737e-01,1.388886777463906652e+00,1.231328374840763296e+00
5.860039162003178870e-01,2.697748951324137057e-01,1.810308219258505824e+00
6.043559784518155453e-01,1.234559578233140886e-01,1.796714410130473727e+00
8.744833102515897627e-01,1.685365806264997879e+00,1.485055605154111946e+00
9.393938772998908782e-01,1.633425301669735319e-01,1.342839821624439711e+00
9.909929762590534708e-01,8.937193184568776871e-01,1.133913856658760322e+00
8.174909073144702720e-01,3.790608601815219636e-01,1.575941504371897395e+00
9.130592429303779900e-01,1.861093148324119984e+00,1.407826947245280680e+00
7.587061678563786771e-01,1.485289703907697101e+00,1.651432997979599193e+00
7.401841673720199744e-01,7.512722577748243147e-02,1.672404192708366155e+00
9.408017244054596162e-01,9.445599621304050508e-01,1.338957394602498185e+00
7.040478114539460153e-01,1.052992730818598899e+00,1.710152574583032159e+00
9.597852173596990166e-01,1.155081421443677980e+00,1.280735349640538256e+00
5.793089864949715340e-01,1.069899634989680992e+00,1.815108028525157513e+00
9.719496879286410040e-01,1.085972474616776484e+00,1.235188869072108453e+00
8.439339740317661764e-01,6.573319895575560068e-01,1.536447059340388499e+00
8.931370871101408371e-01,3.175364969831953044e-01,1.449784552456409692e+00
5.735551018353456376e-01,2.865558229636406828e-01,1.819166982463677140e+00
5.357012169920271072e-01,1.710396776561611265e+00,1.844407606617361584e+00
5.569689441314694678e-01,8.769534979892732451e-01,1.830533319784989565e+00
9.882910301523982755e-01,1.335240137768636259e+00,1.152580600733878802e+00
8.547215866393311767e-01,1.613748627139227620e+00,1.519086706950528942e+00
9.364021889593866499e-01,1.145561162553725865e+00,1.350928682942943881e+00
9.591644381740055403e-01,1.567982830749781620e+00,1.282849041968227910e+00
9.213443485593135751e-01,4.523945229035439830e-01,1.388747464786349584e+00
9.094119572875267732e-01,1.694274294416500348e+00,1.415896491861219797e+00
5.482766645530767757e-01,4.036322749267133858e-01,1.836297016081339883e+00
7.675435120962331714e-01,1.682036865045422047e-01,1.640996846356500782e+00
8.455482529002674719e-01,1.562087215449268873e+00,1.533899009193035790e+00
9.210126485344006797e-01,6.151887682354009179e-01,1.389532670311038887e+00
7.981910849650896145e-01,1.685542710691053214e+00,1.602404342516098534e+00
9.828276691331452319e-01,1.159659720024397433e+00,1.184525805204336812e+00
9.267095943229750610e-01,1.455725949099340388e+00,1.375778296059986694e+00
9.483003830958510738e-01,1.541936606680489819e+00,1.317374200936783701e+00
5.972005124911543561e-01,8.210459813869648293e-01,1.802091982181783569e+00
5.371896539945402171e-01,1.919345862898874211e+00,1.843461484385165106e+00
8.754139559121677516e-01,1.053031109832499146e+00,1.483373981296272515e+00
9.198756221219117624e-01,1.057262942398824679e+00,1.392210198523477827e+00
