7.408236000283552336e-01,4.042602727584119759e-01,5.364270924462353207e-01
9.521407318478528614e-01,1.108651639732606969e-01,2.848454706914211876e-01
5.696233849356113765e-01,4.588350044628097257e-01,6.819088194283087212e-01
9.353212026784339939e-01,3.364285027579581033e-01,-1.094993623369861641e-01
5.782661957806671804e-01,5.271170282184094447e-01,6.227004459445549811e-01
8.321542627975061501e-01,5.512176330256247647e-01,6.064984706960619559e-02
5.212839193319770414e-01,6.725074868968666797e-01,-5.253539335662708032e-01
6.072632655624095044e-01,4.453752386666116059e-01,6.579302570038386699e-01
6.749525968627019257e-01,6.842364139831820236e-01,-2.761512660983657663e-01
8.260354452386937663e-01,5.140925338384750853e-01,-2.310288074263667502e-01
5.159650956555918988e-01,1.179130029186301887e-01,-8.484553870462647751e-01
6.645892961188102355e-01,5.475149406346299097e-01,5.084766044432743604e-01
7.405329736919699091e-01,5.996835560115473251e-01,-3.032994354170043261e-01
8.677541173001327435e-01,3.343450582959783812e-01,-3.677175191661748999e-01
6.648959553212316909e-01,3.972745381175309953e-01,6.325237623686316146e-01
9.669193878192261504e-01,1.068295594718241398e-01,2.316340706423578033e-01
6.079121337098648548e-01,5.974251348692887209e-01,5.229971758190781195e-01
8.234256162287761915e-01,5.331722638765467037e-01,1.941586762702564306e-01
5.315931541222885803e-01,6.135120641589573154e-01,-5.839620412507411373e-01
5.390685292731332012e-01,1.735881834828383319e-01,-8.241797518153607394e-01
5.016971913739858291e-01,9.260993323384583698e-02,8.600716995889801098e-01
8.664320218433593235e-01,1.234141283448207671e-01,4.838021335725138927e-01
8.675673199147655446e-01,1.031991594667999168e-01,-4.864944798260888992e-01
8.729266596936995359e-01,1.293677531178923090e-01,-4.703860449133541732e-01
7.739232417174527479e-01,6.179856564446374323e-01,-1.383348992779471764e-01
6.243282940408280135e-01,5.900409005713216359e-01,5.119237413063133513e-01
6.653250163863089206e-01,7.281299327969947832e-01,-1.648315004348432367e-01
8.406915765209806990e-01,4.358329229537104554e-01,-3.213834725624410416e-01
7.510371607600901944e-01,4.867102540906734776e-01,-4.461572724056108719e-01
7.379108633584758881e-01,6.971315718335240053e-02,6.712880406003655098e-01
